station area Latitude Longitude city
北平東杭州北路口 中正區 25.04553 121.52736 台北市
王貫英先生紀念圖書館 中正區 25.02266 121.52362 台北市
金山信義路口 中正區 25.03443 121.52721 台北市
林森徐州路口 中正區 25.04094 121.52215 台北市
徐州杭州路口 中正區 25.04023 121.52565 台北市
捷運中正紀念堂站(6號出口) 中正區 25.03615 121.5166 台北市
捷運臺北車站(M2出口) 中正區 25.04821 121.51903 台北市
臺北市國父史蹟館(逸仙公園) 中正區 25.04779 121.52042 台北市
捷運西門站(5號出口) 中正區 25.04244 121.50864 台北市
弘道國中 中正區 25.03828 121.51524 台北市
臺北市第一女子高級中學 中正區 25.0385 121.51288 台北市
台北市替代役中心 中正區 25.01808 121.5275 台北市
紹興徐州路口 中正區 25.04051 121.52401 台北市
羅斯福寧波東街口 中正區 25.03145 121.51941 台北市
自來水園區 中正區 25.01328 121.53004 台北市
仁愛林森路口 中正區 25.03895 121.52233 台北市
捷運西門站(3號出口) 中正區 25.04178 121.50869 台北市
仁愛金山路口 中正區 25.0384 121.52801 台北市
杭州南路一段101巷口 中正區 25.03746 121.52799 台北市
仁愛杭州路口 中正區 25.03846 121.52497 台北市
龍興里活動中心 中正區 25.02815 121.51108 台北市
植物園 中正區 25.0299 121.51033 台北市
郵政博物館 中正區 25.03158 121.51464 台北市
林森北平路口 中正區 25.04659 121.52377 台北市
北平紹興路口 中正區 25.04597 121.52579 台北市
天津北平路口 中正區 25.04692 121.52208 台北市
捷運忠孝新生站(1號出口) 中正區 25.04272 121.53207 台北市
捷運忠孝新生站(5號出口) 中正區 25.04113 121.53273 台北市
捷運臺大醫院站(1號出口) 中正區 25.04074 121.51586 台北市
臺大醫院兒童醫院 中正區 25.04461 121.5188 台北市
林森濟南路口(東北側) 中正區 25.0425 121.5227 台北市
仁愛紹興街口(南側) 中正區 25.03837 121.52345 台北市
中華南海路口 中正區 25.02703 121.50686 台北市
立法院台北會館 中正區 25.03371 121.51068 台北市
捷運善導寺站(3號出口)(忠孝東路側) 中正區 25.04467 121.52357 台北市
國家音樂廳 中正區 25.03788 121.51904 台北市
忠孝西重慶南路口 中正區 25.04724 121.51272 台北市
濟南路二段8巷口 中正區 25.04127 121.52697 台北市
仁愛金山路口(東南側) 中正區 25.03811 121.52855 台北市
臺灣文學基地 中正區 25.04148 121.5287 台北市
重慶南詔安街口 中正區 25.02507 121.51645 台北市
文光公園 中正區 25.03898 121.53058 台北市
捷運中正紀念堂站(2號出口) 中正區 25.03212 121.51861 台北市
螢圃里小公園 中正區 25.02484 121.51973 台北市
螢橋公園 中正區 25.02682 121.51737 台北市
泉州寧波西街口 中正區 25.02965 121.51415 台北市
通北街65巷口 中山區 25.08251 121.54004 台北市
圓山風景區 中山區 25.07805 121.5295 台北市
樂群二堤頂大道口 中山區 25.0803 121.56251 台北市
劍潭社區 中山區 25.08524 121.53748 台北市
培英公園 中山區 25.08258 121.54462 台北市
樂群二明水路口 中山區 25.08009 121.55226 台北市
北安大直街口 中山區 25.08474 121.54968 台北市
捷運劍南路站(2號出口) 中山區 25.08401 121.55535 台北市
樂群二敬業三路口 中山區 25.07985 121.55609 台北市
樂群二敬業四路口 中山區 25.07976 121.55813 台北市
捷運大直站(3號出口) 中山區 25.07923 121.5473 台北市
復興市民路口 中山區 25.04585 121.54375 台北市
南京遼寧街口 中山區 25.05176 121.54217 台北市
伊通長安路口 中山區 25.04833 121.53469 台北市
新生長安路口 中山區 25.04861 121.52935 台北市
市民林森路口 中山區 25.04796 121.52439 台北市
南京新生路口 中山區 25.05194 121.52766 台北市
一江公園 中山區 25.05316 121.53146 台北市
松江公園 中山區 25.05025 121.53273 台北市
新生長春路口 中山區 25.05639 121.52752 台北市
第二果菜批發市場 中山區 25.06642 121.53735 台北市
民生建國路口 中山區 25.05778 121.53692 台北市
興安華城 中山區 25.05606 121.54175 台北市
捷運中山國中站 中山區 25.06106 121.54406 台北市
龍江錦州街口 中山區 25.06045 121.54077 台北市
建國長春路口 中山區 25.05469 121.53686 台北市
南京建國路口 中山區 25.05214 121.5368 台北市
捷運松江南京站(7號出口) 中山區 25.05246 121.5332 台北市
朱崙商場 中山區 25.04762 121.54043 台北市
中吉公園 中山區 25.05604 121.53166 台北市
華山公園 中山區 25.0471 121.5277 台北市
建國北路一段17巷 中山區 25.04699 121.53735 台北市
江寧公園 中山區 25.0614 121.53929 台北市
民權龍江路口 中山區 25.06225 121.54107 台北市
捷運中山國小站(2號出口) 中山區 25.06246 121.52705 台北市
捷運行天宮站(3號出口) 中山區 25.05992 121.5333 台北市
林森農安街口 中山區 25.06531 121.52565 台北市
捷運中山國小站(4號出口) 中山區 25.06283 121.52697 台北市
農安雙城街口 中山區 25.06491 121.52449 台北市
新生德惠街口 中山區 25.06652 121.52762 台北市
民族林森路口 中山區 25.06847 121.52559 台北市
臺北市立美術館 中山區 25.06987 121.52291 台北市
中山民族路口 中山區 25.06816 121.52265 台北市
新生高架停車場(林森北路107巷口) 中山區 25.04983 121.52853 台北市
南京林森路口(東南側) 中山區 25.05201 121.52556 台北市
仁德公園 中山區 25.05337 121.5289 台北市
中原公園 中山區 25.05583 121.52821 台北市
下埤公園 中山區 25.06682 121.54213 台北市
五常國中 中山區 25.06505 121.54366 台北市
榮星花園 中山區 25.06424 121.54037 台北市
民權建國路口 中山區 25.06251 121.53765 台北市
松江路431巷口 中山區 25.06585 121.53338 台北市
新喜公園 中山區 25.06533 121.53177 台北市
吉林路407巷口 中山區 25.06595 121.53041 台北市
民族松江路口 中山區 25.06833 121.5328 台北市
林安泰古厝 中山區 25.07154 121.53058 台北市
中山公民會館 中山區 25.06185 121.5226 台北市
渭水八德路口 中山區 25.04573 121.53508 台北市
捷運中山站(2號出口) 中山區 25.05228 121.52176 台北市
撫順公園 中山區 25.06416 121.52203 台北市
新生公園 中山區 25.06839 121.53032 台北市
捷運行天宮站(1號出口) 中山區 25.05867 121.53305 台北市
林森長春路口 中山區 25.05497 121.52536 台北市
建國農安街口 中山區 25.06503 121.53678 台北市
松江路77巷口 中山區 25.04985 121.53312 台北市
建國長安路口 中山區 25.04836 121.53669 台北市
市民新生路口 中山區 25.04611 121.53193 台北市
民權吉林路口 中山區 25.06269 121.53061 台北市
中山農安街口 中山區 25.0651 121.5224 台北市
捷運行政大樓 中山區 25.05575 121.52168 台北市
中吉公園(松江路188巷) 中山區 25.0568 121.53191 台北市
吉林路123巷口 中山區 25.05731 121.53021 台北市
中原民生路口 中山區 25.05808 121.52887 台北市
國立臺北大學(臺北校區) 中山區 25.05794 121.54244 台北市
錦州吉林路口 中山區 25.06028 121.52991 台北市
中山北路二段59巷口 中山區 25.05606 121.5229 台北市
永盛公園(民生東路一段23巷) 中山區 25.05873 121.52488 台北市
新生錦州街口 中山區 25.05955 121.52744 台北市
濱江街199巷口 中山區 25.0734 121.53985 台北市
大佳社區公園 中山區 25.07275 121.5373 台北市
濱江果菜市場 中山區 25.06807 121.53673 台北市
興安合江路口 中山區 25.05619 121.53949 台北市
復興北路514巷口東側 中山區 25.06597 121.54117 台北市
台泥大樓 中山區 25.06142 121.52305 台北市
植福樂群路口 中山區 25.08303 121.5604 台北市
新興公園 中山區 25.06157 121.52439 台北市
南京伊通街口 中山區 25.05189 121.53517 台北市
南京龍江路口 中山區 25.05205 121.54012 台北市
撫順街41巷(崇德宮前) 中山區 25.06389 121.51916 台北市
臺北市立圖書館大直分館 中山區 25.08152 121.54646 台北市
捷運大直站(1號出口) 中山區 25.0801 121.54708 台北市
捷運松江南京站(4號出口) 中山區 25.0512 121.53312 台北市
中429公園 中山區 25.07864 121.55557 台北市
長春路137巷口 中山區 25.05791 121.53114 台北市
松江民生路口 中山區 25.05765 121.53299 台北市
松江路132巷口 中山區 25.05277 121.53013 台北市
長春吉林路口 中山區 25.05481 121.53032 台北市
長春一江街口 中山區 25.05488 121.53142 台北市
捷運松江南京站(8號出口) 中山區 25.05215 121.53276 台北市
南京一江街口 中山區 25.05215 121.53171 台北市
松江長春路口 中山區 25.05499 121.53295 台北市
經國七海文化園區 中山區 25.07802 121.53511 台北市
民族玉門街口 中山區 25.06873 121.52003 台北市
新生農安街口 中山區 25.06493 121.52778 台北市
稻江高級護理家事職業學校 中山區 25.06532 121.52848 台北市
捷運大直站(3號出口)_1 中山區 25.07934 121.54671 台北市
樂群二明水路口_1 中山區 25.07983 121.55236 台北市
民權吉林路口(南側) 中山區 25.06245 121.53014 台北市
長春龍江路口 中山區 25.05473 121.54026 台北市
民權新生路口 中山區 25.06305 121.52776 台北市
建國長春路口(北側) 中山區 25.05476 121.53693 台北市
中山行政中心 中山區 25.06432 121.53349 台北市
臺北市立美術館_1 中山區 25.07063 121.52327 台北市
劍潭社區_1 中山區 25.08476 121.53789 台北市
濱江國小游泳池 中山區 25.07818 121.56175 台北市
林森公園 中山區 25.05223 121.52581 台北市
中428公園 中山區 25.07825 121.55337 台北市
復華公園 中山區 25.05339 121.5401 台北市
新生民族路口(西南側) 中山區 25.06819 121.52767 台北市
捷運南京復興站(1號出口) 中山區 25.05253 121.54256 台北市
八德市場(北側) 中山區 25.04478 121.53661 台北市
龍江朱崙街口 中山區 25.05004 121.54043 台北市
大直街94巷 中山區 25.08431 121.54755 台北市
捷運南京復興站(8號出口) 中山區 25.05196 121.5433 台北市
民權建國路口(南側) 中山區 25.06228 121.53702 台北市
林森德惠街口 中山區 25.06688 121.5257 台北市
新生濱江街口(東南側) 中山區 25.07059 121.52812 台北市
新生北路一段62巷口 中山區 25.04699 121.53075 台北市
新生長春路口(東北側) 中山區 25.05532 121.52769 台北市
捷運劍南路站(1號出口) 中山區 25.08519 121.55498 台北市
敬業三樂群三路口(西北側) 中山區 25.08272 121.55624 台北市
長春路258巷2弄口 中山區 25.05427 121.53896 台北市
長寧大廈社區(南側) 中山區 25.05418 121.54332 台北市
建國五常街口 中山區 25.06419 121.53732 台北市
中山北路二段62巷口 中山區 25.05676 121.52268 台北市
市民安東街口 中山區 25.0448 121.54213 台北市
市民大道二段5巷口 中山區 25.04812 121.52166 台北市
捷運中山站(3號出口) 中山區 25.05236 121.52212 台北市
朱崙公園 中山區 25.04919 121.54198 台北市
文湖街21巷118弄口 內湖區 25.09122 121.55961 台北市
北勢湖環保公園 內湖區 25.08378 121.56208 台北市
洲子一號公園 內湖區 25.07977 121.56454 台北市
西康公園 內湖區 25.08284 121.56449 台北市
文湖國小 內湖區 25.08637 121.56088 台北市
文湖街81巷10號西側 內湖區 25.08707 121.56406 台北市
德明財經科技大學 內湖區 25.08637 121.56574 台北市
麗山國小 內湖區 25.08311 121.57155 台北市
麗山高中 內湖區 25.08398 121.57725 台北市
港華五號公園 內湖區 25.08522 121.57462 台北市
大湖國小 內湖區 25.08803 121.59958 台北市
安湖三號公園 內湖區 25.07021 121.61593 台北市
東湖路113巷95弄 內湖區 25.07177 121.61491 台北市
瑞光計程車服務站 內湖區 25.0745 121.57389 台北市
文德三號公園(江南街71巷16弄) 內湖區 25.07524 121.5772 台北市
捷運大湖公園站(2號出口) 內湖區 25.08395 121.60185 台北市
康寧星雲街口 內湖區 25.07958 121.59336 台北市
星雲街47號 內湖區 25.07864 121.59177 台北市
捷運西湖站(1號出口) 內湖區 25.08301 121.56638 台北市
捷運西湖站(2號出口) 內湖區 25.08205 121.56716 台北市
洲子二號公園 內湖區 25.07932 121.56869 台北市
港都公園 內湖區 25.08296 121.5752 台北市
環山路二段26巷口 內湖區 25.08598 121.572 台北市
成功金龍路口 內湖區 25.08436 121.59478 台北市
碧山公園 內湖區 25.0878 121.59227 台北市
金瑞公園 內湖區 25.08785 121.5879 台北市
捷運文德站(2號出口) 內湖區 25.07842 121.58464 台北市
陽光公園 內湖區 25.07695 121.58764 台北市
文德二號公園(南側) 內湖區 25.07504 121.58375 台北市
文德二號公園(北側) 內湖區 25.07758 121.58381 台北市
瑞陽公園 內湖區 25.07777 121.57961 台北市
湖光國宅 內湖區 25.07538 121.58079 台北市
潭美街213號 內湖區 25.05575 121.58486 台北市
南京東路六段180號 內湖區 25.0559 121.57991 台北市
潭美國小(南京舊宗路口) 內湖區 25.05768 121.58159 台北市
新明路343號 內湖區 25.05653 121.58345 台北市
週美里活動廣場 內湖區 25.0539 121.58084 台北市
內湖行政中心 內湖區 25.06915 121.58898 台北市
樂康公園 內湖區 25.07007 121.62055 台北市
安康路32巷24弄 內湖區 25.06181 121.59447 台北市
明美公園 內湖區 25.06256 121.58607 台北市
南京東路六段368巷 內湖區 25.05827 121.58707 台北市
新明成功路口 內湖區 25.06058 121.5911 台北市
民權瑞光路口 內湖區 25.06835 121.58323 台北市
瑞光公共住宅(瑞光路) 內湖區 25.07335 121.57951 台北市
民權東路六段15巷 內湖區 25.06853 121.57813 台北市
扶輪親恩公園 內湖區 25.06709 121.58002 台北市
新湖三民善街口 內湖區 25.06286 121.57497 台北市
內湖119號綠地 內湖區 25.05594 121.57865 台北市
行善公園 內湖區 25.05301 121.57592 台北市
三軍總醫院 內湖區 25.07151 121.58991 台北市
福華商場 內湖區 25.06877 121.59265 台北市
臺北市網球中心 內湖區 25.0674 121.59749 台北市
捷運葫洲站(1號出口) 內湖區 25.07249 121.60796 台北市
麗湖國小 內湖區 25.07332 121.60223 台北市
金湖路347巷125弄口 內湖區 25.0733 121.59834 台北市
碧湖公園 內湖區 25.07988 121.58287 台北市
碧湖公園(內湖路二段103巷) 內湖區 25.08317 121.58109 台北市
貿七社區 內湖區 25.08357 121.58534 台北市
內湖區農會 內湖區 25.08165 121.58891 台北市
捷運內湖站(2號出口) 內湖區 25.0835 121.59454 台北市
康寧金湖路口 內湖區 25.07896 121.59921 台北市
康寧路一段156巷20弄口 內湖區 25.07792 121.59354 台北市
安康公園 內湖區 25.06657 121.6136 台北市
安泰街83巷 內湖區 25.07669 121.61709 台北市
內溝溪生態展示館 內湖區 25.08722 121.62306 台北市
捷運港墘站(2號出口) 內湖區 25.07967 121.57584 台北市
東湖國中 內湖區 25.07334 121.61962 台北市
石潭公園(安康路) 內湖區 25.06261 121.59334 台北市
內湖垃圾焚化廠 內湖區 25.06209 121.60347 台北市
康寧公園(北側) 內湖區 25.06927 121.61019 台北市
康寧路三段54巷口 內湖區 25.0716 121.60936 台北市
行善路25巷口 內湖區 25.05707 121.57658 台北市
新明路460巷口 內湖區 25.05503 121.57823 台北市
下灣公園 內湖區 25.06516 121.59561 台北市
民權東路六段245巷口 內湖區 25.06708 121.60059 台北市
東湖國小 內湖區 25.06854 121.61532 台北市
捷運內湖站(1號出口) 內湖區 25.08373 121.59406 台北市
瑞光港墘路口 內湖區 25.07611 121.57487 台北市
瑞湖陽光街口 內湖區 25.07296 121.57603 台北市
金龍公園 內湖區 25.08554 121.59076 台北市
星雲街138巷1弄口 內湖區 25.07943 121.59544 台北市
東湖一號公園 內湖區 25.07567 121.6118 台北市
東湖二號公園 內湖區 25.07415 121.61075 台北市
康湖二號公園(康寧醫院) 內湖區 25.07514 121.60857 台北市
堤頂大道新湖一路口 內湖區 25.05892 121.57354 台北市
下灣公園(成功路) 內湖區 25.06682 121.5907 台北市
舊宗行善路口 內湖區 25.05876 121.58062 台北市
新湖二路250巷口 內湖區 25.06455 121.58262 台北市
成功路四段41巷口 內湖區 25.08105 121.59205 台北市
金湖星雲街口 內湖區 25.08151 121.59764 台北市
國防醫學院 內湖區 25.06851 121.59559 台北市
民權東路六段190巷117弄口 內湖區 25.06434 121.59399 台北市
內湖運動中心 內湖區 25.07848 121.57493 台北市
九華公園 內湖區 25.08844 121.56122 台北市
內湖路二段179巷口 內湖區 25.08454 121.584 台北市
行善行愛路口 內湖區 25.0606 121.58286 台北市
民善新湖二路口(家樂福內湖店) 內湖區 25.06017 121.57552 台北市
統振大樓 內湖區 25.06007 121.60138 台北市
陽光街161巷口 內湖區 25.07433 121.58584 台北市
潭美公園(南京東路六段368巷) 內湖區 25.05928 121.58617 台北市
西康二號公園 內湖區 25.08503 121.5637 台北市
三民國中(民權東路六段47巷) 內湖區 25.06935 121.58692 台北市
瑞光路76巷口 內湖區 25.07168 121.58125 台北市
捷運東湖站 內湖區 25.06664 121.61351 台北市
新湖國小 內湖區 25.06874 121.58923 台北市
碧山內湖路口 內湖區 25.08627 121.5914 台北市
民權東路六段413巷 內湖區 25.07038 121.60352 台北市
宏匯瑞光廣場(瑞光路) 內湖區 25.07676 121.57433 台北市
宏匯瑞光廣場(港墘路) 內湖區 25.07777 121.57562 台北市
康樂街151巷 內湖區 25.07192 121.61955 台北市
內湖路一段360巷 內湖區 25.0812 121.57067 台北市
成功路三段83號前 內湖區 25.07823 121.5898 台北市
內湖路一段47巷 內湖區 25.08781 121.55872 台北市
陽光舊宗路口 內湖區 25.07243 121.57416 台北市
安湖公園 內湖區 25.07392 121.61545 台北市
湖興公園 內湖區 25.06671 121.58913 台北市
安泰街(康樂橋下) 內湖區 25.07849 121.61666 台北市
康樂綠地 內湖區 25.07539 121.6203 台北市
捷運港墘站(1號出口) 內湖區 25.08004 121.57568 台北市
明美公園(行善路333巷) 內湖區 25.06058 121.5866 台北市
行善路383巷 內湖區 25.06365 121.58609 台北市
舊宗新湖三路口 內湖區 25.06321 121.57681 台北市
內湖運動公園 內湖區 25.06766 121.57459 台北市
內湖路三段326巷口 內湖區 25.08968 121.58352 台北市
成功公園 內湖區 25.08416 121.59665 台北市
康寧路三段189巷93弄口 內湖區 25.0735 121.61258 台北市
中國醫藥大學附設醫院臺北分院 內湖區 25.08227 121.5909 台北市
康樂抽水站 內湖區 25.06643 121.61732 台北市
環山路三段16巷口 內湖區 25.08464 121.57945 台北市
文德一號綠地 內湖區 25.0786 121.58302 台北市
臺北花市 內湖區 25.06265 121.57427 台北市
行善社會住宅 內湖區 25.06126 121.58201 台北市
康寧路三段99巷17弄口 內湖區 25.0721 121.60991 台北市
堤頂大道二段407巷口 內湖區 25.08019 121.56316 台北市
海德堡科技大樓 內湖區 25.08156 121.56227 台北市
致伸科技大樓 內湖區 25.08067 121.5656 台北市
內湖路一段288巷口 內湖區 25.08202 121.56861 台北市
大都會客運內湖站 內湖區 25.06749 121.57784 台北市
瑞湖公園 內湖區 25.06888 121.57711 台北市
台灣世曦大樓 內湖區 25.07345 121.57848 台北市
遠雄時代總部 內湖區 25.07821 121.57103 台北市
瑞光路358巷口 內湖區 25.07733 121.5727 台北市
大港墘公園(洲子街) 內湖區 25.07897 121.5737 台北市
世紀經貿 內湖區 25.08049 121.57361 台北市
民權東路六段56巷口 內湖區 25.06805 121.58488 台北市
新湖三行忠路72巷口 內湖區 25.06605 121.58206 台北市
新湖三新湖二146巷口 內湖區 25.06407 121.57787 台北市
舊宗新湖二路口 內湖區 25.06151 121.57811 台北市
新光基湖大樓 內湖區 25.08152 121.56489 台北市
內湖路一段120巷15弄 內湖區 25.08203 121.56298 台北市
北勢湖環保公園(堤頂大道側) 內湖區 25.08318 121.56154 台北市
達爾文大樓 內湖區 25.07941 121.57277 台北市
東湖四號公園 內湖區 25.07074 121.61803 台北市
加瑪科技中心 內湖區 25.08035 121.5705 台北市
福壽公園 內湖區 25.07983 121.59625 台北市
捷運西湖站(1號出口)內湖路側 內湖區 25.08227 121.56709 台北市
承德路七段304巷口 北投區 25.1168 121.5048 台北市
洲美運動公園 北投區 25.10981 121.49886 台北市
榮華二明德路口 北投區 25.11357 121.52255 台北市
捷運明德站(1號出口) 北投區 25.10896 121.51936 台北市
文林建民路口 北投區 25.10788 121.51457 台北市
永欣綠地 北投區 25.12416 121.52607 台北市
關渡宮 北投區 25.11739 121.46288 台北市
關渡自然公園 北投區 25.11884 121.46912 台北市
關渡醫院 北投區 25.1203 121.4665 台北市
捷運忠義站(1號出口) 北投區 25.13149 121.47365 台北市
捷運關渡站(1號出口) 北投區 25.12397 121.46712 台北市
捷運關渡站(2號出口) 北投區 25.12618 121.46737 台北市
中央北路四段540巷口 北投區 25.12796 121.46782 台北市
大度立德路口 北投區 25.1231 121.47092 台北市
捷運復興崗站(1號出口) 北投區 25.1378 121.4863 台北市
捷運復興崗站旅客服務中心 北投區 25.13666 121.48159 台北市
豐年公園 北投區 25.13475 121.49613 台北市
稻香重三路口 北投區 25.13997 121.48967 台北市
國防大學政治作戰學院 北投區 25.13776 121.49345 台北市
秀山區民活動中心 北投區 25.14582 121.49303 台北市
大業大同街口 北投區 25.13691 121.49987 台北市
捷運新北投站 北投區 25.13733 121.50339 台北市
捷運北投站 北投區 25.13187 121.499 台北市
捷運奇岩站(三合街) 北投區 25.12634 121.50099 台北市
八仙里辦公處 北投區 25.12297 121.50158 台北市
清江國小 北投區 25.12725 121.50676 台北市
大業路300巷口 北投區 25.12814 121.49782 台北市
立農公園 北投區 25.11798 121.50342 台北市
北投奇岩長青樂活大樓 北投區 25.12666 121.50373 台北市
捷運唭哩岸站(2號出口) 北投區 25.12087 121.50523 台北市
北投運動中心 北投區 25.11666 121.50962 台北市
陽明大學 北投區 25.11912 121.51223 台北市
捷運石牌站(2號出口) 北投區 25.11451 121.51567 台北市
台北護理大學 北投區 25.11752 121.51662 台北市
捷運石牌站(1號出口) 北投區 25.11542 121.51469 台北市
振興醫院 北投區 25.11753 121.52186 台北市
石牌國小 北投區 25.1144 121.51307 台北市
振興公園 北投區 25.11865 121.5235 台北市
立農國小 北投區 25.11978 121.50422 台北市
承德路七段280巷口 北投區 25.11587 121.50576 台北市
致遠一路二段11巷 北投區 25.11093 121.51382 台北市
榮富公園 北投區 25.1137 121.52437 台北市
中正高中 北投區 25.10467 121.51654 台北市
立功立德路口 北投區 25.12501 121.47158 台北市
中央北路四段30巷口 北投區 25.13539 121.478 台北市
陽明交大圖書館 北投區 25.12081 121.51352 台北市
捷運新北投站(2號出口) 北投區 25.13675 121.50224 台北市
復興公園 北投區 25.13872 121.5021 台北市
承德石牌路口 北投區 25.11272 121.50922 台北市
承德路七段188巷口 北投區 25.11416 121.50771 台北市
捷運明德站(3號出口) 北投區 25.11 121.51841 台北市
大豐公園 北投區 25.13102 121.50408 台北市
洲美公園 北投區 25.10032 121.50599 台北市
中和街455巷11弄 北投區 25.14319 121.49621 台北市
洲美蜆仔港公園 北投區 25.10065 121.51107 台北市
文化三杏林一路口 北投區 25.14058 121.49915 台北市
珠海復興一路口 北投區 25.14045 121.50446 台北市
裕民二路33巷 北投區 25.11535 121.51736 台北市
新奇岩社會住宅 北投區 25.12287 121.5037 台北市
泉源公園 北投區 25.14193 121.50835 台北市
奇岩4號綠地 北投區 25.12533 121.50573 台北市
臺北健康護理大學(教研大樓) 北投區 25.11857 121.51846 台北市
奇岩一號公園 北投區 25.12862 121.5033 台北市
福星公園 北投區 25.1094 121.51248 台北市
中庸公園 北投區 25.13774 121.50142 台北市
豐年公園_1 北投區 25.13597 121.49702 台北市
光明溫泉路口 北投區 25.13431 121.50226 台北市
和信治癌中心醫院 北投區 25.12757 121.47207 台北市
致遠新村 北投區 25.14319 121.49093 台北市
北投公園露天溫泉 北投區 25.13684 121.50792 台北市
中和街493巷9弄口 北投區 25.1439 121.49447 台北市
捷運北投站(1號出口) 北投區 25.13258 121.49862 台北市
石牌立農街口 北投區 25.11879 121.51921 台北市
捷運唭哩岸站(1號出口) 北投區 25.12082 121.50727 台北市
大興光明路2巷口 北投區 25.13043 121.50017 台北市
捷運忠義站(2號出口) 北投區 25.13076 121.47347 台北市
福國承德路口 北投區 25.10171 121.51263 台北市
捷運北投站(1號出口)(北投路側) 北投區 25.13201 121.49817 台北市
華固創富中心 北投區 25.10392 121.51244 台北市
崇仰公園(公舘路255巷) 北投區 25.12595 121.51098 台北市
北投文化公園(北側) 北投區 25.13713 121.49706 台北市
中和綠地 北投區 25.1419 121.4989 台北市
大業路65巷口 北投區 25.12307 121.49906 台北市
公舘承德路口 北投區 25.11969 121.50169 台北市
捷運松山站(4號出口) 松山區 25.04987 121.57785 台北市
塔悠八德路口 松山區 25.05009 121.57202 台北市
鵬程公園 松山區 25.05503 121.56876 台北市
中崙高中 松山區 25.04878 121.56087 台北市
捷運南京三民站(2號出口) 松山區 25.05136 121.56283 台北市
捷運南京三民站(1號出口) 松山區 25.05155 121.5636 台北市
光復北路11巷口 松山區 25.04937 121.558 台北市
捷運南京三民站(4號出口) 松山區 25.05152 121.5646 台北市
西松高中 松山區 25.05492 121.56701 台北市
民權復興路口 松山區 25.0622 121.54565 台北市
民福三號綠地 松山區 25.06374 121.54767 台北市
民有一號公園 松山區 25.06095 121.54731 台北市
民生敦化路口 松山區 25.05804 121.54897 台北市
松基公園 松山區 25.0546 121.54486 台北市
三民路166巷口 松山區 25.0619 121.56328 台北市
民生活動中心 松山區 25.05907 121.56305 台北市
捷運小巨蛋站(2號出口) 松山區 25.05157 121.55118 台北市
臺北市藝文推廣處 松山區 25.04826 121.55235 台北市
民生國小(敦化北路199巷) 松山區 25.05633 121.55286 台北市
敦北公園 松山區 25.06118 121.55098 台北市
民權運動公園 松山區 25.062 121.56019 台北市
新東公園 松山區 25.05925 121.56888 台北市
民生光復路口 松山區 25.05834 121.55496 台北市
三民公園 松山區 25.061286751494 121.566678992451 台北市
八德路三段74巷口 松山區 25.04459 121.55252 台北市
八德路三段8巷口 松山區 25.04488 121.54992 台北市
三軍總醫院(松山分院) 松山區 25.05419 121.55631 台北市
平安新城 松山區 25.05528 121.559 台北市
健康社會住宅 松山區 25.05433 121.56545 台北市
民權光復路口(東北側) 松山區 25.06206 121.55475 台北市
市民東興路口 松山區 25.0484 121.56586 台北市
光復南路22巷口 松山區 25.04693 121.55771 台北市
光復南路58巷 松山區 25.04566 121.55656 台北市
松山新城 松山區 25.05347 121.55436 台北市
內政部營建署 松山區 25.04769 121.5448 台北市
南京光復路口 松山區 25.05143 121.55716 台北市
民生立體停車場 松山區 25.05846 121.55947 台北市
健康新城 松山區 25.05408 121.56095 台北市
健安新城 松山區 25.05606 121.56345 台北市
復盛公園 松山區 25.04763 121.56115 台北市
中崙福成宮 松山區 25.04524 121.54659 台北市
捷運南京復興站(7號出口) 松山區 25.05278 121.54478 台北市
捷運南京復興站(5號出口) 松山區 25.05168 121.54506 台北市
塔悠疏散門 松山區 25.0648 121.56788 台北市
臺北田徑場 松山區 25.04951 121.54941 台北市
捷運小巨蛋站(5號出口) 松山區 25.05176 121.55352 台北市
敦化長春路口 松山區 25.0536 121.54871 台北市
饒河疏散門(基四號疏散門) 松山區 25.05147 121.57683 台北市
捷運松山站(2號出口) 松山區 25.05013 121.57635 台北市
民權東路三段106巷口 松山區 25.062 121.54472 台北市
南京東路五段59巷口 松山區 25.05163 121.55907 台北市
三民公園(塔悠路) 松山區 25.06241 121.56831 台北市
寶清公園 松山區 25.05198 121.5681 台北市
西松公園 松山區 25.05406 121.56407 台北市
長壽公園 松山區 25.05378 121.55893 台北市
復源公園 松山區 25.04634 121.5542 台北市
南京東路四段179巷口 松山區 25.05173 121.55609 台北市
臺北田徑場(北寧路側) 松山區 25.04954 121.55261 台北市
西松高中(健康路325巷) 松山區 25.05567 121.56713 台北市
南京東興路口 松山區 25.05149 121.56535 台北市
捷運松山站(3號出口) 松山區 25.04962 121.57746 台北市
介壽國中 松山區 25.05722 121.55706 台北市
敦化南京路口(東北側) 松山區 25.05226 121.54926 台北市
敦化八德路口 松山區 25.04802 121.54864 台北市
新東街51巷口 松山區 25.0615 121.56332 台北市
八德立體停車場 松山區 25.04985 121.57189 台北市
長春慶城街口 松山區 25.05452 121.54636 台北市
八德路四段652巷口 松山區 25.04942 121.57503 台北市
捷運松山站(1號出口) 松山區 25.05014 121.57692 台北市
捷運小巨蛋站(3號出口) 松山區 25.05152 121.55243 台北市
捷運小巨蛋站(5號出口)_1 松山區 25.05181 121.5521 台北市
敦化北路155巷口 松山區 25.0542 121.5491 台北市
民生復興路口 松山區 25.05764 121.54443 台北市
